created_date,quantity,positive,negative
2024-02-03,12,4,3
2024-02-04,6,6,0
2024-02-05,5,1,0
2024-02-06,17,10,1
2024-02-07,6,4,0
2024-02-08,7,7,0
2024-02-09,10,9,1
2024-02-10,13,9,2
2024-02-11,13,4,0
2024-02-12,5,2,1
2024-02-13,8,8,0
2024-02-14,13,7,0
2024-02-15,11,6,5
2024-02-16,7,4,1
2024-02-17,13,8,5
2024-02-18,7,3,2
2024-02-19,7,2,5
2024-02-20,11,10,1
2024-02-21,12,10,1
2024-02-22,12,12,0
2024-02-23,12,7,1
2024-02-24,7,7,0
2024-02-25,13,9,2
2024-02-26,8,2,4
2024-02-27,13,4,1
2024-02-28,8,0,0
2024-02-29,8,7,0
2024-03-01,8,7,0
2024-03-02,8,8,0
2024-03-03,6,6,0
2024-03-04,7,2,3
2024-03-05,5,5,0
2024-03-06,16,13,0
2024-03-07,8,7,1
2024-03-08,6,6,0
2024-03-09,8,7,0
2024-03-10,7,3,2
2024-03-11,8,7,1
2024-03-12,9,2,0
2024-03-13,11,5,4
2024-03-14,8,1,6
2024-03-15,10,5,3
2024-03-16,7,7,0
2024-03-17,7,4,0
2024-03-18,9,4,2
2024-03-19,7,7,0
2024-03-20,7,2,5
2024-03-21,9,6,0
2024-03-22,8,8,0
2024-03-23,6,6,0
2024-03-24,6,6,0
2024-03-25,8,5,0
2024-03-26,11,11,0
2024-03-27,13,6,6
2024-03-28,6,5,0
2024-03-29,10,9,1
2024-03-30,7,2,0
2024-03-31,6,6,0
2024-04-01,8,8,0
2024-04-02,13,7,5
2024-04-03,7,4,2
2024-04-04,7,5,0
2024-04-05,8,1,6
2024-04-06,6,3,2
2024-04-07,10,1,4
2024-04-08,5,0,1
2024-04-09,14,6,0
2024-04-10,7,2,0
2024-04-11,10,2,5
2024-04-12,0,0,0
2024-04-13,12,4,0
2024-04-14,9,9,0
2024-04-15,10,3,4
2024-04-16,8,7,1
2024-04-17,9,3,3
