created_date,quantity,positive,negative
2023-09-18,9,7,0
2023-09-19,3,2,1
2023-09-20,1,1,0
2023-09-21,6,1,1
2023-09-22,4,0,0
2023-09-23,7,2,2
2023-09-24,8,8,0
2023-09-25,6,2,0
2023-09-26,10,10,0
2023-09-27,3,2,0
2023-09-28,8,8,0
2023-09-29,1,0,0
2023-09-30,6,2,2
2023-10-01,7,4,0
2023-10-02,2,1,1
2023-10-03,7,5,1
2023-10-04,8,0,0
2023-10-05,11,11,0
2023-10-06,10,8,2
2023-10-07,6,3,2
2023-10-08,10,2,2
2023-10-09,8,1,1
2023-10-10,4,4,0
2023-10-11,10,2,2
2023-10-12,1,0,0
2023-10-13,4,1,1
2023-10-14,1,0,0
2023-10-15,3,2,0
2023-10-16,2,2,0
2023-10-17,1,1,0
2023-10-18,8,5,3
2023-10-19,7,7,0
2023-10-20,13,1,1
2023-10-21,8,7,1
2023-10-22,3,1,1
2023-10-23,6,4,1
2023-10-24,4,1,1
2023-10-25,1,0,0
2023-10-26,6,0,0
2023-10-27,1,1,0
2023-10-28,2,1,0
2023-10-29,4,2,1
2023-10-30,5,1,1
2023-10-31,8,2,2
2023-11-01,4,3,0
2023-11-02,8,8,0
2023-11-03,3,1,0
2023-11-04,7,7,0
2023-11-05,13,3,3
2023-11-06,2,2,0
2023-11-07,11,1,1
2023-11-08,7,4,2
2023-11-09,10,3,3
2023-11-10,7,5,2
2023-11-11,10,1,0
2023-11-12,1,1,0
2023-11-13,8,2,2
2023-11-14,12,8,4
2023-11-15,7,5,2
2023-11-16,4,3,0
2023-11-17,3,2,0
2023-11-18,7,7,0
2023-11-19,11,8,3
2023-11-20,1,1,0
2023-11-21,6,6,0
2023-11-22,13,2,2
2023-11-23,10,1,1
2023-11-24,9,1,0
2023-11-25,6,6,0
2023-11-26,6,3,0
2023-11-27,1,1,0
2023-11-28,10,2,2
2023-11-29,2,2,0
2023-11-30,12,4,0
2023-12-01,2,2,0
2023-12-02,2,2,0
2023-12-03,10,8,2
2023-12-04,2,0,0
2023-12-05,2,1,0
2023-12-06,5,2,2
2023-12-07,5,1,1
2023-12-08,3,3,0
2023-12-09,6,1,1
2023-12-10,8,8,0
2023-12-11,6,6,0
2023-12-12,5,4,1
2023-12-13,2,0,0
2023-12-14,1,0,0
2023-12-15,5,4,1
2023-12-16,5,4,0
2023-12-17,2,0,0
2023-12-18,7,7,0
2023-12-19,4,1,1
2023-12-20,6,3,3
2023-12-21,6,2,1
2023-12-22,4,0,0
2023-12-23,4,3,0
2023-12-24,1,1,0
2023-12-25,12,3,2
2023-12-26,13,6,4
2023-12-27,1,1,0
2023-12-28,1,1,0
2023-12-29,7,0,0
2023-12-30,4,4,0
2023-12-31,11,11,0
