created_date,quantity,positive,negative
2023-11-23,2,2,0
2023-11-24,7,4,0
2023-11-25,1,1,0
2023-11-26,3,3,0
2023-11-27,2,2,0
2023-11-28,8,6,1
2023-11-29,1,1,0
2023-11-30,3,2,0
2023-12-01,1,1,0
2023-12-02,2,1,0
2023-12-03,3,0,0
2023-12-04,4,3,0
2023-12-05,3,0,0
2023-12-06,1,1,0
2023-12-07,2,0,0
2023-12-08,6,0,0
2023-12-09,3,3,0
2023-12-10,1,0,0
2023-12-11,6,1,1
2023-12-12,1,1,0
2023-12-13,1,0,0
2023-12-14,2,0,0
2023-12-15,1,0,0
2023-12-16,2,2,0
2023-12-17,1,0,0
2023-12-18,1,1,0
2023-12-19,1,1,0
2023-12-20,1,0,0
2023-12-21,6,0,0
2023-12-22,8,8,0
2023-12-23,3,0,0
2023-12-24,2,2,0
2023-12-25,1,1,0
2023-12-26,8,3,1
2023-12-27,1,0,0
2023-12-28,2,0,0
2023-12-29,4,3,0
2023-12-30,2,0,0
2023-12-31,1,1,0
