created_date,quantity,positive,negative
2022-10-15,1,1,0
2022-10-16,6,5,0
2022-10-17,6,4,0
2022-10-18,7,1,4
2022-10-19,4,2,1
2022-10-20,6,3,3
2022-10-21,7,7,0
2022-10-22,6,4,0
2022-10-23,2,0,2
2022-10-24,2,2,0
2022-10-25,1,0,0
2022-10-26,6,2,4
2022-10-27,7,4,3
2022-10-28,4,0,2
2022-10-29,6,6,0
2022-10-30,4,2,0
2022-10-31,8,4,0
2022-11-01,2,2,0
