created_date,quantity,positive,negative
2024-03-27,8,3,1
2024-03-28,6,2,4
2024-03-29,8,6,1
2024-03-30,7,0,3
2024-03-31,8,8,0
2024-04-01,9,8,0
2024-04-02,8,7,1
2024-04-03,11,4,5
2024-04-04,7,6,0
2024-04-05,4,0,2
2024-04-06,6,2,0
2024-04-07,6,4,2
2024-04-08,8,6,0
2024-04-09,8,5,3
2024-04-10,5,5,0
2024-04-11,12,11,0
2024-04-12,3,2,0
2024-04-13,7,1,4
2024-04-14,3,1,0
2024-04-15,7,5,1
2024-04-16,6,1,5
2024-04-17,1,0,0
