created_date,quantity,positive,negative
2024-02-24,7,7,0
2024-02-25,5,3,0
2024-02-26,7,7,0
2024-02-27,7,5,1
2024-02-28,13,13,0
2024-02-29,9,8,1
2024-03-01,8,5,3
2024-03-02,7,0,6
2024-03-03,7,3,3
2024-03-04,6,2,4
2024-03-05,8,2,3
2024-03-06,10,1,2
2024-03-07,6,6,0
2024-03-08,7,2,0
2024-03-09,8,6,1
2024-03-10,7,7,0
2024-03-11,7,4,2
2024-03-12,10,4,5
2024-03-13,8,0,1
2024-03-14,6,4,0
2024-03-15,8,7,0
2024-03-16,6,0,3
2024-03-17,12,1,0
2024-03-18,7,4,0
2024-03-19,10,1,4
2024-03-20,1,0,0
2024-03-21,10,6,0
2024-03-22,10,6,3
2024-03-23,7,5,2
2024-03-24,9,9,0
2024-03-25,9,3,1
2024-03-26,11,3,3
2024-03-27,6,3,2
2024-03-28,6,6,0
2024-03-29,6,2,0
2024-03-30,3,2,0
2024-03-31,6,6,0
2024-04-01,8,6,0
2024-04-02,6,4,2
2024-04-03,12,11,0
2024-04-04,11,3,7
2024-04-05,7,0,4
2024-04-06,8,2,5
2024-04-07,1,1,0
2024-04-08,7,7,0
2024-04-09,8,7,0
2024-04-10,5,5,0
2024-04-11,7,5,2
2024-04-12,10,2,2
2024-04-13,13,10,3
2024-04-14,8,1,7
2024-04-15,9,6,1
2024-04-16,11,2,6
2024-04-17,9,4,3
